188176,0.06,-0.01,
188184,-0.31,0.02,
188211,-0.08,0.06,
188229,-0.35,-0.05,11.61
188257,0.03,-0.08,
188265,-0.31,-0.15,
188283,-0.02,-0.18,
188296,-0.37,-0.23,
188333,-0.15,-0.14,
188355,-0.18,-0.19,
188382,-0.02,-0.18,
188413,0.16,-0.25,
188421,0.27,-0.21,
188453,0.41,-0.17,
188475,-0.08,-0.01,
188507,-0.08,0.18,
188539,0.02,0.27,
188552,0.25,0.22,
188564,-0.11,0.08,
188600,0.01,0.04,
188618,0.15,-0.01,
188655,0.02,0.04,
188668,0.08,0.07,
188700,0.12,0.05,
188727,0.16,0.02,
188759,0.04,0.09,
188790,-0.07,0.11,
188827,-0.01,0.11,
188845,-0.13,0.11,
188853,-0.04,0.07,
188866,-0.13,-0.01,11.84
188908,-0.09,-0.06,
188916,-0.43,-0.08,
188953,-0.40,-0.06,
188975,-0.12,-0.12,
188992,-0.01,-0.23,
189029,-0.45,-0.32,
189042,-0.12,-0.26,
189079,0.08,-0.27,
189097,0.09,-0.22,
189124,0.12,-0.17,
189161,-0.09,-0.14,
189178,0.25,-0.03,
189186,-0.34,0.08,
189222,-0.30,0.14,
189259,-0.11,0.07,
189286,0.04,-0.06,
189298,0.59,-0.18,
189335,0.61,-0.25,
189358,-0.26,-0.17,
189376,0.07,0.25,
189398,0.10,0.36,
189415,0.22,0.33,
189447,0.09,0.20,
189474,0.18,0.04,
189492,0.14,0.02,
189524,-0.01,0.18,
189556,0.13,0.18,
189588,-0.05,0.14,
189601,0.08,0.12,
189632,0.08,0.08,
189650,-0.29,0.04,
189668,-0.14,0.07,
189676,-0.12,0.03,
189713,-0.24,-0.06,9.57
189740,-0.14,-0.09,
189777,0.01,-0.18,
189814,-0.14,-0.23,
189840,-0.43,-0.14,
189848,-0.25,-0.10,
189875,0.20,-0.14,
189902,-0.49,-0.22,
189915,0.21,-0.18,
189952,0.26,-0.27,
189970,0.22,-0.20,
189997,0.33,-0.03,
190034,0.29,0.06,
190055,0.42,0.14,
190073,-0.01,0.33,
190086,0.06,0.35,
190099,0.19,0.33,
190131,0.66,0.25,
190158,0.32,0.12,
190176,0.33,0.17,
190184,0.42,0.25,
190192,0.32,0.40,
190219,0.35,0.46,
190250,0.24,0.43,
190272,0.25,0.36,
190290,0.04,0.37,
190312,0.23,0.36,
190344,-0.10,0.26,
190376,-0.17,0.24,
190408,-0.20,0.16,
190420,0.14,0.08,
190441,0.02,-0.07,
190468,-0.29,-0.10,
190500,-0.14,-0.08,
190532,-0.10,-0.05,
190549,-0.60,-0.06,
190586,-0.24,-0.05,
190599,-0.09,-0.23,
190621,-0.01,-0.32,
190638,-0.42,-0.32,
190656,0.18,-0.25,
190693,0.05,-0.27,
190715,-0.40,-0.12,
190742,-0.29,-0.04,
190769,-0.22,-0.07,
190782,0.09,-0.13,
190795,0.28,-0.18,
190827,0.27,-0.31,
190844,-0.01,-0.19,
190881,0.04,0.08,
190903,-0.12,0.19,
190940,-0.00,0.23,
190967,0.45,0.11,
190989,0.41,-0.05,3.67
191031,0.00,-0.03,
191067,-0.00,0.16,
191104,0.23,0.25,
191122,-0.01,0.27,
191154,-0.03,0.23,
191176,0.06,0.09,
191194,0.09,0.03,
191221,-0.17,0.05,
191252,0.02,0.07,
191274,-0.22,-0.01,
191296,-0.35,0.02,
191333,-0.16,-0.01,4.45
191347,-0.48,-0.13,
191379,-0.55,-0.18,
191401,-0.10,-0.23,
191409,-0.29,-0.40,
191445,-0.15,-0.40,
191463,-0.39,-0.39,
191480,-0.06,-0.33,
191503,0.12,-0.27,
191525,-0.33,-0.24,
191533,0.16,-0.19,
191560,-0.23,-0.16,
191587,0.32,-0.08,
191604,-0.29,-0.07,
191641,0.22,-0.01,
191649,0.28,-0.06,
191657,0.10,0.01,
191670,0.41,0.04,
191702,0.13,0.12,
191725,0.17,0.17,
191742,-0.11,0.30,
191760,0.53,0.27,
191778,0.25,0.14,
191809,-0.01,0.17,
191836,0.35,0.19,
191868,0.13,0.20,
191895,0.15,0.25,
191903,0.03,0.27,
191921,0.30,0.17,
191953,-0.05,0.14,
191966,0.11,0.20,
191973,0.20,0.11,
192005,0.22,0.10,
192023,0.18,0.10,
192031,-0.08,0.14,
192068,-0.00,0.16,
192090,-0.03,0.20,
192098,-0.02,0.13,
192116,-0.28,0.04,
192148,-0.46,0.00,
192179,-0.47,-0.04,
192187,-0.49,-0.11,
192199,-0.24,-0.26,
192222,-0.45,-0.43,
192240,-0.45,-0.48,
192272,-0.07,-0.45,
192309,-0.19,-0.45,
192336,0.02,-0.38,
192348,0.02,-0.33,
192384,-0.13,-0.26,
192397,-0.15,-0.09,
192434,-0.13,-0.02,
192456,0.27,-0.05,
192473,-0.24,-0.11,
192505,-0.12,-0.06,
192527,0.39,-0.05,
192554,0.42,-0.08,
192585,0.55,-0.03,
192607,0.38,0.06,
192629,0.25,0.20,
192647,0.10,0.45,
192679,0.21,0.53,
192711,0.12,0.40,
192719,0.29,0.30,
192746,0.12,0.17,
192764,0.01,0.17,
192781,0.34,0.20,
192794,0.31,0.16,
192802,-0.08,0.15,
192815,-0.19,0.22,
192823,-0.18,0.21,
192831,-0.04,0.17,
192844,-0.05,0.04,
192852,-0.20,-0.12,2.73
192894,-0.04,-0.16,
192917,-0.13,-0.13,
192925,-0.32,-0.09,
192933,-0.43,-0.07,
192946,-0.12,-0.12,
192954,-0.05,-0.23,
192962,-0.09,-0.28,
192969,-0.18,-0.30,
192991,-0.25,-0.22,
193018,-0.47,-0.12,
193055,-0.22,-0.07,
193082,-0.15,-0.20,
193100,-0.35,-0.30,
193132,-0.18,-0.31,
193145,-0.09,-0.32,
193156,-0.39,-0.29,
193178,-0.04,-0.18,
193186,0.07,-0.24,
193194,-0.29,-0.25,
193207,-0.01,-0.14,
193235,0.23,-0.15,
193267,0.04,-0.15,
193304,0.24,-0.02,
193331,0.58,-0.02,
193339,0.57,0.02,
193356,0.51,0.20,
193373,0.14,0.33,
193391,0.04,0.48,
193423,0.27,0.57,
193450,0.30,0.44,
193458,0.34,0.26,
193480,0.15,0.17,
193512,-0.02,0.20,
193525,0.26,0.30,
193556,0.26,0.26,
193574,0.20,0.18,
193591,0.01,0.16,
193609,0.14,0.18,
193632,0.01,0.19,
193640,0.10,0.21,
193648,0.08,0.11,
193670,0.05,0.07,
193702,-0.32,0.06,
193739,-0.20,0.12,
193760,-0.30,0.04,
193783,-0.46,-0.04,
193820,-0.16,-0.15,
193828,-0.39,-0.30,
193865,-0.34,-0.34,
193887,-0.36,-0.32,
193895,-0.42,-0.35,
193908,-0.01,-0.34,
193940,-0.02,-0.38,
193953,-0.18,-0.39,
193989,0.08,-0.26,
194011,-0.09,-0.19,
194038,-0.09,-0.08,
194075,0.39,-0.01,
194102,0.14,-0.10,
194139,0.19,-0.02,
194151,0.14,0.09,
194173,0.60,0.14,
194181,0.52,0.18,
194189,0.05,0.25,
194205,0.48,0.34,
194237,0.30,0.38,
194259,0.13,0.42,
194267,0.44,0.43,
194280,0.34,0.27,
194312,-0.03,0.27,
194325,-0.12,0.38,
194343,-0.08,0.30,
194375,0.18,0.22,
194388,0.09,0.08,
194419,0.10,-0.05,2.67
194446,-0.19,-0.04,
194464,-0.41,0.08,
194491,-0.24,0.13,
194514,-0.17,0.01,
194527,-0.12,-0.17,
194564,-0.11,-0.27,
194577,-0.36,-0.30,
194609,-0.23,-0.20,
194630,-0.23,-0.16,
194638,-0.26,-0.19,
194646,-0.48,-0.23,
194659,-0.26,-0.25,
194681,-0.09,-0.31,
194708,-0.42,-0.33,
194716,-0.11,-0.31,
194753,0.06,-0.33,
194766,-0.15,-0.30,
194779,-0.13,-0.18,
194806,0.09,-0.14,
194837,0.03,-0.14,
194850,-0.21,-0.04,
194887,-0.01,-0.02,
194900,0.26,-0.06,
194922,0.16,-0.06,
194959,-0.05,-0.02,
194972,0.33,0.03,
194999,0.32,0.06,
195026,0.26,0.15,
195034,0.11,0.19,
195065,0.10,0.22,
195087,0.17,0.27,
195099,0.15,0.27,
195126,0.20,0.18,
195148,-0.07,0.13,
195165,-0.12,0.16,
195178,0.14,0.17,
195201,-0.36,0.08,
195214,-0.23,0.06,
195251,-0.30,-0.03,1.30
195273,-0.22,-0.12,
195300,-0.41,-0.18,
195318,-0.11,-0.23,
195346,-0.50,-0.35,
195364,-0.19,-0.26,
195396,-0.14,-0.32,
195433,-0.07,-0.33,
195460,0.10,-0.32,
195482,0.19,-0.26,
195519,-0.18,-0.20,
195527,0.15,0.02,
195549,-0.24,0.03,
195572,0.13,0.09,
195599,0.30,0.01,
195622,-0.02,-0.06,
195644,0.57,-0.00,
195671,-0.24,0.04,
195702,0.03,0.19,
195710,0.26,0.25,
195737,0.34,0.14,
195759,0.03,0.07,
195772,0.04,0.15,
195804,-0.12,0.11,
195836,0.05,0.25,
195844,-0.07,0.14,
195862,-0.21,0.03,
195875,0.09,-0.03,3.36
195897,0.15,-0.08,
195909,-0.31,-0.10,
195946,-0.20,0.00,
195959,-0.22,-0.03,
195996,-0.34,-0.04,
196018,-0.25,-0.09,
196055,-0.30,-0.24,
196082,-0.11,-0.31,
196095,-0.21,-0.30,
196131,0.06,-0.29,
196143,0.24,-0.28,
196170,0.14,-0.21,
196178,0.27,-0.09,
196186,0.29,0.03,
196194,0.32,0.13,
196221,-0.21,0.24,
196258,0.04,0.32,
196271,-0.14,0.25,
196298,-0.34,0.19,
196324,0.07,0.07,
196332,0.29,-0.12,4.03
196350,-0.21,-0.21,
196372,0.18,-0.05,
196390,0.04,-0.06,
196398,-0.24,0.04,
196435,0.07,0.14,
196462,-0.04,0.01,
196494,-0.04,-0.05,
196515,0.16,-0.01,
196538,0.18,-0.09,
196570,0.15,-0.04,
196592,0.03,0.07,
196624,-0.10,0.10,
196642,0.24,0.17,
196660,0.08,0.11,
196687,-0.16,0.06,
196723,0.20,0.08,
196755,0.18,0.03,
196778,0.16,0.04,
196791,0.00,0.08,
196823,-0.23,0.09,
196841,-0.28,0.16,
196849,-0.22,0.15,
196886,-0.31,-0.02,5.17
196909,-0.13,-0.15,
196935,-0.50,-0.28,
196953,-0.53,-0.26,
196981,0.06,-0.26,
197018,-0.25,-0.37,
197050,0.12,-0.36,
197087,0.37,-0.35,
197100,-0.02,-0.29,
197131,0.38,-0.02,
197153,-0.14,0.10,
197180,0.31,0.18,
197188,0.24,0.21,
197201,-0.05,0.15,
197209,-0.05,0.16,
197217,0.04,0.19,
197225,0.10,0.10,
197243,0.59,0.09,
197256,0.38,-0.06,
197273,0.15,0.04,
197296,0.13,0.25,
197317,0.08,0.36,
197339,0.38,0.38,
197347,0.37,0.27,
197369,0.10,0.14,
197391,0.04,0.21,
197423,0.16,0.28,
197445,-0.25,0.26,
197457,-0.21,0.26,
197480,-0.39,0.10,
197497,-0.13,-0.02,5.03
197519,-0.35,-0.15,
197536,-0.17,-0.23,
197573,-0.61,-0.32,
197610,-0.36,-0.24,
197627,-0.52,-0.30,
197640,-0.42,-0.33,
197653,-0.51,-0.44,
197661,-0.19,-0.47,
197669,-0.32,-0.54,
197677,-0.01,-0.45,
197690,0.01,-0.45,
197706,-0.42,-0.33,
197733,-0.36,-0.17,
197765,0.00,-0.10,
197778,-0.24,-0.20,
197815,0.24,-0.20,
197833,-0.14,-0.30,
197865,0.25,-0.20,
197887,-0.06,-0.08,
197909,0.20,0.04,
197931,0.53,0.03,
197953,0.49,0.06,
197980,0.23,0.10,
198002,0.49,0.31,
198024,0.12,0.35,
198046,0.40,0.49,
198068,0.12,0.42,
198091,0.03,0.35,
198122,0.06,0.31,
198145,-0.18,0.26,
198163,0.04,0.17,
198185,-0.01,0.09,
198203,-0.00,-0.03,
198216,-0.17,-0.04,
198243,-0.18,-0.02,
198275,-0.26,-0.03,
198311,-0.27,-0.03,
198329,0.08,-0.13,
198351,-0.08,-0.24,
198379,-0.53,-0.23,
198397,-0.00,-0.12,
198429,-0.46,-0.17,
198442,-0.21,-0.13,
198455,-0.18,-0.21,
198468,-0.50,-0.33,
198504,0.21,-0.28,
198526,0.29,-0.31,
198549,0.31,-0.34,
198566,0.20,-0.15,
198584,0.16,0.03,
198592,0.18,0.21,
198624,0.43,0.34,
198646,0.59,0.22,
198663,0.08,0.19,
198685,0.48,0.31,
198712,0.06,0.35,
198734,0.36,0.43,
198756,0.49,0.37,
198774,0.27,0.27,
198806,0.39,0.27,
198819,0.06,0.35,
198831,0.28,0.37,
198853,0.12,0.39,
198866,-0.03,0.31,
198888,0.11,0.24,
198906,0.08,0.17,
198929,-0.25,0.10,
198947,-0.05,0.13,
198984,0.05,0.02,
198996,-0.02,-0.04,4.44
199009,-0.56,-0.05,
199036,-0.73,-0.02,
199072,-0.20,-0.06,
199099,-0.25,-0.23,
199131,-0.12,-0.41,
199159,-0.41,-0.51,
199186,-0.34,-0.43,
199199,-0.49,-0.27,
199217,-0.29,-0.20,
199248,0.29,-0.34,
199261,0.21,-0.45,
199274,-0.04,-0.39,
199291,0.33,-0.15,
199313,-0.21,-0.01,
199330,0.48,0.22,
199347,0.16,0.15,
199370,0.12,0.10,
199392,0.25,0.15,
199414,0.49,0.20,
199440,0.18,0.16,
199458,0.15,0.30,
199485,0.43,0.26,
199507,0.26,0.28,
199534,0.18,0.32,
199556,0.29,0.31,
199578,0.17,0.25,
199595,0.28,0.30,
199617,0.20,0.28,
199634,-0.07,0.23,
199646,-0.10,0.27,
199659,-0.32,0.23,
199696,-0.11,0.15,
199718,-0.26,0.00,
199755,-0.21,-0.13,
199768,-0.52,-0.22,
199800,-0.35,-0.20,
199812,-0.35,-0.26,
199830,-0.78,-0.31,
199866,-0.08,-0.35,
199888,-0.60,-0.49,
199925,-0.13,-0.47,
199948,-0.03,-0.48,
199971,-0.00,-0.48,
200008,0.20,-0.36,
200026,0.04,-0.20,
200062,-0.01,-0.11,
200090,0.33,0.09,
200112,0.09,0.06,
200134,0.52,0.11,
200142,0.59,0.10,
200164,0.03,0.14,
200186,-0.02,0.36,
200199,0.23,0.44,
200207,0.32,0.33,
200215,0.40,0.26,
200237,0.13,0.12,
200259,0.26,0.16,
200275,0.41,0.28,
200297,0.14,0.31,
200319,0.19,0.32,
200332,0.01,0.29,
200364,0.12,0.27,
200386,-0.16,0.25,
200399,-0.05,0.18,
200436,-0.44,0.06,
200459,-0.53,0.05,
200495,-0.28,-0.06,3.27
200528,-0.64,-0.22,
200556,-0.44,-0.34,
200579,-0.74,-0.44,
200606,-0.08,-0.50,
200633,-0.40,-0.58,
200655,-0.15,-0.53,
200668,-0.38,-0.53,
200700,0.01,-0.37,
200712,-0.27,-0.34,
200749,0.47,-0.20,
200781,0.19,-0.31,
200813,0.27,-0.13,
200849,0.63,0.01,
200871,0.30,0.15,
200889,0.51,0.30,
200906,0.32,0.43,
200928,0.18,0.42,
200951,0.18,0.50,
200978,0.08,0.44,
201000,0.04,0.33,
201018,0.30,0.27,
201049,0.12,0.12,
201076,0.16,0.12,
201088,0.09,0.14,
201120,0.18,0.16,
201138,0.07,0.17,
201170,-0.25,0.18,
201193,-0.45,0.16,
201201,-0.53,0.13,
201209,-0.56,-0.01,
201232,-0.28,-0.20,
201268,-0.62,-0.44,
201305,-0.12,-0.51,
201323,-0.53,-0.56,
201341,-0.51,-0.45,
201354,-0.43,-0.40,
201367,-0.21,-0.40,
201395,-0.29,-0.48,
201423,0.28,-0.43,
201444,-0.10,-0.51,
201481,0.49,-0.28,
201508,-0.03,-0.17,
201535,-0.06,0.06,
201558,0.55,0.17,
201576,0.62,0.14,
201598,0.21,0.10,
201620,0.01,0.28,
201633,0.47,0.34,
201659,0.42,0.39,
201681,0.34,0.38,
201703,0.18,0.28,
201725,0.20,0.30,
201748,-0.02,0.37,
201761,-0.18,0.40,
201779,-0.11,0.26,
201811,0.13,0.12,
201834,-0.12,-0.03,1.41
201865,0.11,-0.06,
201888,-0.20,-0.10,
201916,-0.15,-0.01,
201948,-0.46,0.02,
201976,-0.42,-0.00,
202003,-0.23,-0.14,
202025,-0.46,-0.26,
202062,-0.38,-0.36,
202088,-0.41,-0.39,
202125,-0.06,-0.41,
202157,-0.13,-0.41,
202194,-0.36,-0.38,
202211,-0.30,-0.31,
202234,0.43,-0.22,
202257,-0.12,-0.28,
202293,0.65,-0.15,
202316,0.40,-0.18,
202334,0.66,0.03,
202361,0.14,0.26,
202384,0.54,0.48,
202411,0.44,0.44,
202434,0.44,0.54,
202451,0.13,0.43,
202478,0.11,0.47,
202500,0.21,0.41,
202521,-0.06,0.39,
202543,0.10,0.27,
202565,-0.22,0.15,
202602,-0.35,0.10,
202625,-0.20,0.08,
202648,-0.05,-0.06,1.62
202681,-0.47,-0.20,
202698,-0.67,-0.19,
202724,-0.10,-0.24,
202756,-0.48,-0.34,
202778,-0.24,-0.34,
202805,-0.07,-0.44,
202832,-0.26,-0.47,
202850,-0.47,-0.32,
202868,-0.12,-0.20,
202894,-0.07,-0.29,
202931,0.23,-0.25,
202963,0.37,-0.30,
203000,0.32,-0.24,
203037,0.77,-0.02,
203064,0.71,0.16,
203091,0.65,0.33,
203113,0.39,0.53,
203140,0.45,0.66,
203162,0.36,0.70,
203189,0.13,0.67,
203202,0.32,0.54,
203225,0.20,0.40,
203247,0.19,0.32,
203265,-0.14,0.29,
203301,-0.14,0.27,
203314,-0.24,0.20,
203351,-0.45,0.13,
203383,-0.53,-0.02,
203420,-0.31,-0.16,
203462,-0.19,-0.34,
203479,-0.60,-0.42,
203497,-0.47,-0.41,
203534,-0.16,-0.41,
203552,-0.24,-0.43,
203565,-0.15,-0.40,
203602,-0.48,-0.41,
203625,-0.13,-0.32,
203656,0.33,-0.25,
203684,-0.13,-0.30,
203721,-0.13,-0.21,
203729,0.27,-0.10,
203747,-0.25,-0.07,
203774,0.69,0.10,
203797,0.50,-0.04,1.66
203830,0.32,-0.02,
203866,0.18,0.23,
203888,0.32,0.39,
203911,0.28,0.41,
203933,-0.07,0.46,
203960,0.31,0.32,
203987,-0.22,0.21,
204000,0.14,0.24,
204021,-0.36,0.14,
204049,-0.17,0.09,
204091,-0.60,-0.01,
204118,-0.38,-0.03,
204155,-0.22,-0.24,
204182,-0.45,-0.33,
204204,-0.37,-0.42,
204220,0.13,-0.40,
204247,-0.00,-0.46,
204274,-0.38,-0.32,
204287,-0.14,-0.19,
204300,-0.16,-0.16,
204327,-0.12,-0.10,
204364,0.11,-0.13,
204406,-0.19,-0.25,
204432,0.09,-0.16,
204474,0.08,-0.08,
204497,0.14,-0.06,
204534,0.33,-0.01,
204561,0.19,0.01,
204597,0.05,0.09,
204619,0.20,0.22,
204661,-0.02,0.21,
204684,0.04,0.22,
204706,0.17,0.17,
204743,-0.07,0.07,
204761,-0.16,0.09,
204797,-0.48,0.09,
204820,-0.32,0.05,
204852,-0.19,-0.05,1.69
204890,-0.77,-0.22,
204927,-0.07,-0.29,
204949,-0.09,-0.43,
204980,0.24,-0.45,
205003,0.26,-0.39,
205025,-0.34,-0.27,
205052,-0.36,-0.01,
205070,0.19,0.18,
205092,0.27,-0.01,
205129,-0.07,-0.10,
205165,0.54,-0.11,
205188,0.58,-0.10,
205201,0.61,0.12,
205218,0.07,0.30,
205241,0.13,0.44,
205283,0.45,0.50,
205305,0.43,0.47,
205328,0.26,0.31,
205365,-0.08,0.28,
205377,-0.04,0.32,
205390,0.25,0.37,
205412,0.09,0.23,
205425,0.03,0.09,
205448,-0.03,0.05,
205490,-0.15,0.07,
205522,-0.27,0.12,
205549,-0.66,0.08,
205566,-0.64,-0.03,2.56
205598,-0.52,-0.17,
205635,-0.39,-0.38,
205648,-0.11,-0.55,
205671,0.16,-0.65,
205708,0.02,-0.60,
205736,0.14,-0.34,
205777,0.29,-0.14,
205804,0.03,0.01,
205827,0.38,0.15,
205855,-0.21,0.14,
205887,0.59,0.22,
205915,0.73,0.15,
205956,-0.21,0.13,
205984,0.25,0.32,
206026,0.19,0.36,
206049,0.29,0.32,
206091,-0.00,0.33,
206137,-0.01,0.19,
206179,-0.25,0.13,
206202,-0.26,0.24,
206239,-0.21,0.08,
206267,-0.42,-0.07,
206289,0.08,-0.18,
206326,-0.63,-0.29,
206358,-0.18,-0.24,
206400,0.21,-0.27,
206423,-0.05,-0.34,
206469,-0.16,-0.26,
206492,0.20,-0.14,
206519,0.36,-0.15,
206551,0.11,0.02,
206579,-0.10,0.08,
206606,0.09,0.13,
206648,0.21,0.17,
206674,0.54,0.16,
206697,0.53,0.04,
206734,0.44,0.07,
206766,0.19,0.26,
206794,0.15,0.47,
206821,0.21,0.52,
206857,-0.23,0.44,
206884,-0.36,0.33,
206916,-0.01,0.20,
206948,-0.28,-0.01,2.42
207000,0.21,-0.09,
207022,-0.65,-0.24,
207045,-0.18,-0.16,
207073,-0.24,-0.15,
207110,0.06,-0.17,
207133,0.03,-0.29,
207156,0.01,-0.26,
207189,-0.19,-0.24,
207211,0.05,0.00,
207234,0.35,-0.02,
207281,0.27,-0.04,
207323,0.13,-0.03,
207346,-0.05,0.09,
207377,0.30,0.21,
207419,0.24,0.23,
207461,0.42,0.18,
207489,0.04,0.11,
207512,0.15,0.21,
207544,-0.28,0.27,
207585,-0.16,0.33,
207612,-0.23,0.17,
207654,-0.62,0.03,
207682,-0.18,-0.10,2.86
207720,-0.50,-0.26,
207747,-0.28,-0.34,
207770,-0.75,-0.38,
207797,-0.08,-0.38,
207844,-0.45,-0.48,
207867,-0.15,-0.41,
207914,0.40,-0.48,
207945,-0.34,-0.45,
207987,0.37,-0.23,
208010,0.05,-0.10,
208042,0.06,-0.02,
208065,0.71,0.13,
208107,0.71,0.06,
208129,0.41,0.09,
208171,0.20,0.39,
208194,0.34,0.49,
208236,0.21,0.58,
208278,0.08,0.55,
208300,-0.00,0.36,
208323,-0.07,0.25,
208351,-0.50,0.20,
208379,-0.23,0.16,
208421,-0.43,-0.04,
208454,-0.49,-0.17,
208495,-0.42,-0.28,
208542,-0.18,-0.39,
208574,0.21,-0.47,
208621,-0.30,-0.46,
208644,-0.26,-0.34,
208690,0.09,-0.19,
208713,0.51,-0.14,
208760,-0.01,-0.14,
208807,-0.07,-0.03,
208853,0.44,0.04,
208885,0.42,0.13,
208912,0.43,0.19,
208954,0.18,0.19,
208977,0.09,0.25,
208999,0.03,0.41,
209027,-0.09,0.41,
209074,0.01,0.26,
209116,-0.25,0.11,
209163,0.13,0.02,
209194,-0.65,-0.07,1.71
209251,-0.13,-0.02,
209284,-0.51,-0.14,
209331,0.27,-0.18,
209377,-0.42,-0.36,
209419,0.65,-0.27,
